Category,Retailer,SKU,PN,URL,Price,Avg Rating,Rating Count
Microwaves,PC Richard,ME17H703SHS,ME17H703SHS,http://www.pcrichard.com/Samsung/Samsung-1-7-Cu-Ft-Over-The-Range-Microwave-Stainless-Steel/ME17H703SHS.pcrp?catId=201040,251,,
Microwaves,PC Richard,ME17H703SHW,ME17H703SHW,http://www.pcrichard.com/Samsung/Samsung-1-7-Cu-Ft-Over-The-Range-Microwave-White/ME17H703SHW.pcrp?catId=201040,224,,
Microwaves,PC Richard,ME18H704SFS,ME18H704SFS,http://www.pcrichard.com/Samsung/Samsung-1-8-Cu-Ft-Over-The-Range-Microwave-Stainless-Steel/ME18H704SFS.pcrp?catId=201040,269,,
Microwaves,PC Richard,ME18H704SFW,ME18H704SFW,http://www.pcrichard.com/Samsung/Samsung-1-8-Cu-Ft-Over-The-Range-Microwave-White/ME18H704SFW.pcrp?catId=201040,251,,
Microwaves,PC Richard,ME21F707MJT,ME21F707MJT,http://www.pcrichard.com/Samsung/Samsung-2-1-Cu-Ft-Over-the-Range-Microwave-Stainless-Steel/ME21F707MJT.pcrp?catId=201040,398,,
Microwaves,PC Richard,ME21H706MQS,ME21H706MQS,http://www.pcrichard.com/Samsung/Samsung-2-1-Cu-Ft-Over-The-Range-Microwave-Stainless-Steel/ME21H706MQS.pcrp?catId=201040,404,,
Microwaves,PC Richard,MMV4205DB,MMV4205DB,http://www.pcrichard.com/Maytag/Maytag-2-0-Cu-Ft-Over-The-Range-Microwave-Black/MMV4205DB.pcrp?catId=201040,269,,
Microwaves,PC Richard,MMV4205DE,MMV4205DE,http://www.pcrichard.com/Maytag/Maytag-2-0-Cu-Ft-Over-The-Range-Microwave-Black/MMV4205DE.pcrp?catId=201040,269,,
Microwaves,PC Richard,MMV4205DH,MMV4205DH,http://www.pcrichard.com/Maytag/Maytag-2-0-Cu-Ft-Over-The-Range-Microwave-White/MMV4205DH.pcrp?catId=201040,269,,
Microwaves,PC Richard,MMV4205DW,MMV4205DW,http://www.pcrichard.com/Maytag/Maytag-2-0-Cu-Ft-Over-The-Range-Microwave-Black/MMV4205DW.pcrp?catId=201040,269,,
Microwaves,PC Richard,MMV6190DE,MMV6190DE,http://www.pcrichard.com/Maytag/Maytag-1-9-Cu-Ft-Over-The-Range-Microwave-Black/MMV6190DE.pcrp?catId=201040,494,,
Microwaves,PC Richard,MMV6190DH,MMV6190DH,http://www.pcrichard.com/Maytag/Maytag-1-9-Cu-Ft-Over-The-Range-Microwave-White/MMV6190DH.pcrp?catId=201040,494,,
Microwaves,PC Richard,MMV6190DS,MMV6190DS,http://www.pcrichard.com/Maytag/Maytag-1-9-Cu-Ft-Over-The-Range-Microwave-Stainless-Steel/MMV6190DS.pcrp?catId=201040,539,,
